id,amount,date,category,description,isExpense,paymentMethod
60a1d085-5fa3-49f6-b9d4-0e63a714d37b,100.00,2025-03-07,餐饮,吃饭,true,现金
b3a7920d-6af9-4150-9398-8c576a7c61f7,132.52,2024-03-07,医疗,药品,true,现金
ce4b2e01-48f9-4215-8eb7-0dd874e97837,225.37,2024-03-08,娱乐,电影,true,支付宝
4dfb207d-0d47-4151-87d3-f553e4ea55a2,84.78,2024-03-08,住房,房租,true,银行转账
858dbc2b-e28c-4e86-90e4-b4cf4af462c7,58.66,2024-03-08,交通,出租车,true,现金
cf20931c-a5f5-4934-bd69-2606022eb22d,113.25,2024-03-08,交通,出租车,true,微信
6194eda4-16ae-4641-9d1a-a7fc26121b54,149.45,2024-03-08,住房,房租,true,支付宝
793b5e71-7ad6-4931-b0b7-04cf9466af16,82.47,2024-03-09,交通,出租车,true,支付宝
625a0c63-8ab2-4195-85bf-0bae9a124178,32.01,2024-03-09,交通,出租车,true,支付宝
ac932f9f-b9d7-419d-9b1d-996103a73e52,7647.43,2024-03-09,收入,工资,false,现金
650f1508-45f4-465b-a6d3-d6dbf5a3e7a2,187.37,2024-03-09,娱乐,电影,true,微信
836d4248-ef08-4867-86ef-58f1873c13a0,101.52,2024-03-10,住房,房租,true,银行转账
019bb24d-8442-4ca9-b0cc-ad3def1116a6,240.58,2024-03-10,餐饮,早餐,true,微信
3047f583-6b7f-4f79-8e2f-b539a84b1e6e,4248.65,2024-03-10,收入,工资,false,现金
f6331a66-7398-4eab-86e2-3a1192b00db1,22.58,2024-03-10,餐饮,早餐,true,现金
7b413f69-8bba-4624-bdbf-25d6c212c4b9,40.05,2024-03-11,餐饮,早餐,true,支付宝
bffcb558-3683-40f3-9b65-8b98801277e4,64.92,2024-03-11,交通,出租车,true,现金
b1040b95-3d1b-4f29-9be5-0d5c70f9a92f,173.19,2024-03-11,餐饮,早餐,true,支付宝
dca67bbd-e70d-45ca-b115-7762eb3e063c,73.99,2024-03-11,餐饮,早餐,true,微信
e15f64e0-b061-411f-8bed-62896a7b92b8,35.25,2024-03-12,娱乐,电影,true,现金
94aa8022-c585-49ea-a1c1-1bdfd94e3557,70.37,2024-03-12,餐饮,早餐,true,支付宝
6767e3ec-ec6f-48be-9b42-2a9000cf5507,58.70,2024-03-12,购物,网购,true,信用卡
8d4146e3-1f10-4cdd-80f2-2f5ec8a26665,206.96,2024-03-12,娱乐,电影,true,微信
df638afa-07c0-4596-b9e1-42f6d4f2dfd5,95.19,2024-03-13,交通,出租车,true,现金
de8dd6df-28da-4ba1-80b2-f2300638b654,2689.65,2024-03-13,收入,工资,false,现金
6b003e6b-73e3-4681-a57f-0265f59fbaae,107.69,2024-03-13,餐饮,早餐,true,支付宝
547572b5-a16d-40ae-a466-8cc2f3fe8c77,47.46,2024-03-13,购物,网购,true,支付宝
b9e23461-b55e-489a-8aa3-b3a5e1ab3db0,74.23,2024-03-14,住房,房租,true,现金
db15c052-fbe1-49c0-9867-124d42f4f260,71.52,2024-03-14,购物,网购,true,支付宝
b83ef19b-f78c-4583-98be-3ad486714b42,104.35,2024-03-14,餐饮,早餐,true,现金
00818ac1-fc8f-4d03-bb9a-03bba225932a,108.50,2024-03-14,住房,房租,true,微信
4cb86867-5777-4be0-ba1e-762af94db974,81.93,2024-03-15,餐饮,早餐,true,现金
db1e1709-a135-4402-8e67-9b9a3cbbd68b,53.29,2024-03-15,住房,房租,true,微信
bff4f04a-9914-417c-9e3f-a2bb72d1ad3a,176.04,2024-03-15,购物,网购,true,信用卡
c6c09310-2534-44ae-b46f-81de2f8d2ff6,272.03,2024-03-15,餐饮,早餐,true,微信
6d9087ec-fa54-4a9a-9816-604e7bb279f9,111.63,2024-03-16,餐饮,早餐,true,微信
e9530185-0426-4840-800c-47aea4225178,26.27,2024-03-16,购物,网购,true,信用卡
1ebd5059-31ab-4572-9267-850a9296c7d8,23.86,2024-03-16,住房,房租,true,微信
bbfcdef3-9677-490e-9054-206413e16f4d,103.72,2024-03-16,娱乐,电影,true,支付宝
a4ec1b0c-eb28-4f44-97e9-d2ba51a59ba5,45.20,2024-03-17,购物,网购,true,信用卡
1c935c44-d308-4cf1-b818-5d421e32702a,143.57,2024-03-17,交通,出租车,true,微信
1632425e-797e-4db0-ac2c-4bb72cfa7619,194.95,2024-03-17,购物,网购,true,现金
1eada341-4242-4b99-9adf-ef89314185f3,84.18,2024-03-17,购物,网购,true,微信
d56aaebf-f08f-4aad-b05b-a777ec6a91ff,216.78,2024-03-18,交通,出租车,true,微信
decc0890-2f5e-42c3-b215-8220b7cd85de,128.97,2024-03-18,交通,出租车,true,微信
b5e9ac64-567c-4642-93a6-686e34563302,62.78,2024-03-18,医疗,药品,true,医保卡
d2b3857c-fcb9-47de-b2d2-09a3cb35c3fb,57.71,2024-03-18,交通,出租车,true,支付宝
fdfd4cb9-7dd7-47ad-b05f-97a2b28f7ffe,151.74,2024-03-18,购物,网购,true,信用卡
bdb7de33-4250-4e1a-93fe-a23254c60e0f,39.42,2024-03-19,交通,出租车,true,微信
d50c50b6-3069-41d0-91c9-2909d0b59834,33.06,2024-03-19,交通,出租车,true,现金
0d8f9eed-da53-4730-b41e-65158c0043e9,27.91,2024-03-19,购物,网购,true,现金
883adcef-e384-4edf-9a5b-8e1e2a17f88c,119.54,2024-03-19,交通,出租车,true,微信
